Part,Machine,Temperature,Pressure,Speed,Measurement
P100,M1,188.14800744169534,54.81161715515158,96.56039626753817,10.43977444679929
P100,M1,176.21316793098094,53.021359017659684,98.872882034251,10.00249260637379
P100,M1,163.2339071511724,50.159829191492406,93.82353513960064,9.68014652040212
P100,M1,172.53863877166222,51.52819831856798,96.68234164392449,9.842504488358202
P100,M1,181.6095199075511,51.9996206066494,99.98964705541232,10.14779801445737
P100,M1,187.9053377236397,50.958615220098764,106.63071704437061,10.152663188208168
P100,M1,184.10488396919845,51.87399986280081,94.38889387728616,10.154849920421494
P100,M1,191.88065491913397,46.35725731145976,82.69655593955434,10.47111153206712
P100,M1,171.70531943378282,50.728813389996866,106.64338209425614,9.835506372788954
P100,M1,176.50986879799845,51.81461455715891,87.03170794750851,9.897210783523363
P100,M1,179.99922770582927,47.786352988438935,90.77333533912343,9.86401893321693
P100,M1,174.68061146048743,46.695537916610654,84.9281447013721,9.996238807528927
P100,M1,178.62578882490226,47.37112647006578,80.53976541906654,10.19253347794459
P100,M1,176.4352050682497,54.383240161809574,111.37223499380906,9.943385288488704
P100,M1,181.4877406738565,49.37048723985002,98.65950233345038,10.081424631751856
P100,M1,166.07922348158039,50.32412565213191,100.01213266152227,9.59800288340603
P100,M1,178.4123547778381,53.98795357007177,95.99644941886777,10.139051654569428
P100,M1,176.99380105988223,51.57838162434375,98.99868188272048,9.844334359198466
P100,M1,169.56187495296783,54.99653713278732,97.81117986155047,9.841787081979236
P100,M1,175.38435575354865,41.129730247766524,95.27362980666264,9.76950171477024
P100,M1,182.5872664834158,47.77858568015765,95.44214968744289,10.10668198732384
P100,M1,176.2887054903286,53.61315739828909,104.00525072865753,9.930118966159892
P100,M1,177.41160483172595,59.025539786352496,78.52732759535994,10.314229057266916
P100,M1,184.53566712623922,51.867254394450576,97.9794955811185,10.332387367278484
P100,M1,180.7742760906241,50.9487587261716,94.89244796380619,10.077994340938249
P100,M1,180.65773490564487,48.90394044500995,113.37524860196721,9.85610027227379
P100,M1,181.70132447097563,43.20810421971077,117.01002798158586,9.657828693245909
P100,M1,184.91559614931134,55.454626033889234,75.95576529619935,10.623232080950608
P100,M1,169.40723669583832,52.464903663127664,90.13657696810783,9.709950627208942
P100,M1,170.12122002836978,55.50976433501174,116.57974646517826,9.495641196403698
P100,M1,186.63513133403026,43.37211996148831,105.29834753361165,9.980440525231161
P100,M1,181.80430306603782,50.123396584817804,110.68279099492322,10.055542417670798
P100,M1,179.28490018719285,52.89218980029649,100.25051025465737,9.953852511836027
P100,M1,171.9289020251278,48.121822514915515,106.10834913862122,9.56108431674712
P100,M1,170.4804074433473,49.94177029797083,86.61404061019343,9.825931701625057
P100,M1,185.37215249445998,50.81138816216124,93.72805866547053,10.20960824572878
P100,M1,178.93653432573092,51.577178790228515,76.13474336055279,10.232793733622374
P100,M1,161.8911128218472,50.92671947794745,105.2475742998049,9.292349178017389
P100,M1,196.49472422956194,47.34790541112062,101.11392021098622,10.172306548687798
P100,M1,178.44407420546762,54.3066706853485,105.17743811106533,10.074498904803301
P100,M1,181.4582070145651,48.24178032604409,93.8878245085803,10.13217086973474
P100,M1,168.07818542448172,55.402531317570755,93.37708197455807,9.741855927361652
P100,M1,186.00241848947613,40.864847699256515,96.9609918159406,10.054489426409743
P100,M1,178.56181196978235,47.62404219493204,91.94024609782866,9.978152627123709
P100,M1,179.67227533893046,43.296033564180284,99.24953398596423,9.928890569645885
P100,M1,180.10610551504416,45.41643774271061,89.34051369715165,10.034952226388462
P100,M1,185.21549467554777,50.61375600339791,107.61686980391147,10.316267129339536
P100,M1,166.07446538956813,44.69511428173438,114.27683122734291,9.239610297920775
P100,M1,198.82275490005722,54.91720051488218,101.66283195960465,10.662646641528289
P100,M1,183.88813395599263,48.76624575608467,97.49170895833386,10.197331547552894
P100,M1,176.06860716434312,51.996724969868566,114.85099292037275,9.720337167166397
P100,M1,187.80262031057774,59.99273016774191,73.63894184600485,10.625722869464942
P100,M1,190.626671171038,50.40515894531841,104.64560979932594,10.382336778418384
P100,M1,175.36462886606802,51.28158725131135,93.49623663255869,9.758171447534092
P100,M1,178.14212731818577,56.653329584056195,88.76283160595325,10.234908651204375
P100,M1,160.77732787044573,45.30428626239963,108.70387663142981,9.393770727861563
P100,M1,178.285064395445,53.867008841349666,84.25414864793777,10.231208747795211
P100,M1,161.7823885090365,51.12401889947809,109.58592539022371,9.484228894935463
P100,M1,190.65744913604303,52.41258809749471,100.91553579880305,10.287813279350312
P100,M1,178.28702228127165,50.99713448988001,93.64221166710102,10.097642441276088
P100,M1,185.38595786449497,40.62367414731992,107.35553290413205,9.956668135402897
P100,M1,179.02453413413988,47.10522973299478,75.80186093842806,10.213847210779935
P100,M1,169.85450738396955,50.40859640530493,86.55755639261453,9.846567455933048
P100,M1,181.30265190049914,47.779219566087434,91.04987090560302,9.974557248730815
P100,M1,183.3277531102612,52.27899382031028,103.75932637526174,10.01838957162754
P100,M1,174.53828631135093,56.723199675507736,108.81109813048478,10.01680217279482
P100,M1,181.43826898627617,50.67417948864052,102.51120341572113,10.108080778433754
P100,M1,171.9951609941699,47.88208772314183,109.26914597013374,9.549290264820215
P100,M1,189.5275367176212,46.02825306559365,103.38156632268732,10.178117225212185
P100,M1,193.93014503348166,52.327329975063904,101.40239552550005,10.405162282914771
P100,M1,177.39467695777037,46.263539477771324,113.76623071433977,9.660265213361054
P100,M1,178.0701394022953,44.18041831908257,97.03260304211881,9.901716844701182
P100,M1,188.30738214137875,57.89712502877789,105.72230859108268,10.268560265754791
P100,M1,170.8762954672298,48.957119187222546,108.1567830836748,9.562320218812948
P100,M1,162.49563602464505,49.8566302221598,105.86779248175698,9.540092357670465
P100,M1,178.614883028565,41.12025152549486,103.06078643951241,9.777108628403935
P100,M1,188.44291715379336,53.34977756629514,100.22363533467967,10.348711843656528
P100,M1,177.29779267813427,48.646122482906726,98.31531781218668,9.672309965980281
P100,M1,180.88107877954397,53.414992868027966,86.33780011460945,10.059525086566264
P100,M1,191.61887964519582,48.597649339201034,121.07185819682506,10.067907788476314
P100,M1,170.92389977225145,46.11742198022862,99.13982573023742,9.693201697747222
P100,M1,182.37921825471713,50.98526717471511,90.44472796858669,10.289703888179439
P100,M1,185.528798055465,54.29548687950017,106.1699684186893,10.136083978518327
P100,M1,184.86451025809436,46.83055877546116,113.38638970349379,10.063524690863208
P100,M1,172.18316939263804,50.074076694652305,118.71426522630406,9.730015314423968
P100,M1,180.0745881408318,46.02349443934867,114.58581179442307,9.862286708111217
P100,M1,177.39947199854936,42.81608725459158,109.58729707057063,9.625295465531364
P100,M1,164.37196047014268,55.01347339749255,94.6280657535536,9.647959562894126
P100,M1,172.46457777252755,55.582445895932125,93.21771487467309,9.935450936746937
P100,M1,180.1090763740076,49.40369435724007,95.85221042488851,10.162779238892371
P100,M1,171.977370093479,54.556837963274255,98.88944349319583,9.902052281763808
P100,M1,186.93581357656402,45.11767653691864,95.83056638158921,10.175189414421093
P100,M1,189.47561146130622,50.14340992963185,91.54150328191457,10.423627497149246
P100,M1,182.4147379619626,49.32072779109399,113.82354536164881,10.01982717011511
P100,M1,181.93859834407382,48.84362816643418,91.33367262946008,10.035152744711375
P100,M1,172.72438473077307,48.79737461973472,78.71511520401846,10.011859234754526
P100,M1,188.90597194543045,51.85639686375171,92.09824116948135,10.39312465836905
P100,M1,187.91045401652448,53.734965988498104,110.48894158904307,10.11538506755653
P100,M1,178.43864955564993,50.37763793909637,94.84212149348467,10.082152909408089
P100,M1,190.11909350115405,48.82792526948521,118.65941308538973,10.112356799753536
P100,M2,179.40336472067395,49.71647537641183,95.28916822308926,9.969380261425636
P100,M2,178.5814561397871,47.97264045308925,109.51733604278527,9.830664571029082
P100,M2,175.7807621577853,52.264127390200606,106.47501286069114,9.870181325869508
P100,M2,185.91250468721185,49.666019153407134,101.21710444780751,10.16343934711523
P100,M2,176.04560879495364,48.99915048611321,102.79404590621486,9.865686513953387
P100,M2,178.09740438906744,53.89209783344387,101.38282473830446,10.145841595592291
